task_id,pillar,month,owner,action,why,how,priority,estimated_hours,acceptance,document_reference,sop_reference
CN-01,Site Architecture,M1,Aleksa + Dev,"301 the 5 -in-newfane-ny service-page dupes to the 5 base /services URLs (content-merge)","10 /services/* URLs (5 base + 5 -in-newfane-ny dupes) for 3 clicks / 365d combined. Dupes have completely different body copy from base - merging surfaces the strongest body content under the canonical URL.","Open Niagara_Recovery_Pages_Action_List.csv filter task=CN-01. For each of 5 pairs: pick the stronger body copy / merge unique sections / 301 the -in-newfane-ny URL to the base. Update internal links per Internal_Linking_Map.",P0,4,"5 base /services URLs live with merged body; 5 -in-newfane-ny URLs 301 to base; 0 indexable dupes",Niagara_Recovery_Pages_Action_List,HQDM/A - HQDM SOPs/Dev/301-Redirect-SOP
SCHEMA-02,On-Page Schema,M1,Aleksa,Deploy MedicalBusiness + Service schema on all 5 base /services pages + treatments hub + short-term residential page,"0 schema on all 5 service pages (live-fetch 2026-05-19). Service pages without MedicalBusiness/Service schema lose entity-authority signal for the addiction-treatment vertical.","Open Niagara_Recovery_Schema_Plan.csv filter task=SCHEMA-02. Use the per-page schema spec (MedicalBusiness > Service nested). Validate each via validator.schema.org + RRT.",P0,4,"5 service pages + treatments + short-term residential have valid Service+MedicalBusiness JSON-LD",Niagara_Recovery_Schema_Plan,HQDM/A - HQDM SOPs/On-Page/Schema-Deployment-SOP
SP-01,Service Pages,M1,Aleksa + Marija,"Alcohol detox page rewrite (790/mo Bing volume - highest unique service-modality demand)","DataForSEO Bing volume: ""alcohol detox"" 790/mo. Current page body 932w + zero schema + [phone number] placeholder. Top priority service rewrite.","Open Niagara_Recovery_Service_Pages_Plan.csv filter task=SP-01. Use the Push 3 brief Niagara_Recovery_Push3_Service_Pages.md. Target: ~1500w + MedicalBusiness schema + per-page meta_description + intake CTA + FAQ block.",P0,8,"Alcohol detox page live with 1500w content + schema + intake CTA + no placeholders",Niagara_Recovery_Service_Pages_Plan,HQDM/A - HQDM SOPs/On-Page/Service-Page-Build-SOP
SP-02,Service Pages,M2,Aleksa + Marija,"Drug detox page rewrite (6,600/mo Google Ads volume)","DataForSEO Google Ads volume: ""drug detox"" 6,600/mo - the largest single addiction-vertical volume captured. Current page body 733w + zero schema.","Open Niagara_Recovery_Service_Pages_Plan.csv filter task=SP-02. Use Push 3 brief. Target: ~1500w + schema + per-modality split (opioids / amphetamines / cocaine / poly-drug) + FAQ.",P0,8,Drug detox page live with 1500w + schema + intake CTA,Niagara_Recovery_Service_Pages_Plan,HQDM/A - HQDM SOPs/On-Page/Service-Page-Build-SOP
SP-03,Service Pages,M2,Aleksa + Marija,"Suboxone / MAT page build (62 GBP searches Dec-May - top non-brand demand in profile log)","GBP search log Dec-May: ""suboxone"" = 62 searches (third-highest non-brand query after detox 128 / recovery 99). No dedicated suboxone page currently. Plus DataForSEO ""suboxone clinic"" volume 530/mo Bing + 1,900/mo Google Ads ""suboxone doctor"".","Open Niagara_Recovery_Service_Pages_Plan.csv filter task=SP-03. New URL: /services/suboxone-mat-program. Target 1500w + MedicalBusiness/Service schema + payor info + medication intake CTA.",P1,10,/services/suboxone-mat-program live + schema + intake,Niagara_Recovery_Service_Pages_Plan,HQDM/A - HQDM SOPs/On-Page/Service-Page-Build-SOP
LP-01,Location Pages,M1,Aleksa,"Williamsville location page UPGRADE (already 986w content, missing schema + ratings + NAP)","Live-fetch confirms /locations/williamsville has substantive 986w content but zero schema, no ratings module, no NAP markers. LD shows 89-93% coverage at rank 5-6 across addiction kws - schema upgrade is the lever.","Open Niagara_Recovery_Pages_Action_List.csv filter task=LP-01. Add MedicalBusiness schema referencing Newfane HQ + service-area Williamsville. Add ratings widget + NAP block. Tighten internal links to /services/* hub.",P1,3,Williamsville page has schema + ratings + NAP visible; passes RRT,Niagara_Recovery_Pages_Action_List,HQDM/A - HQDM SOPs/Content/Location-Page-Build-SOP
LP-02,Location Pages,M1,Aleksa,Cheektowaga location page UPGRADE (same pattern as LP-01),"Live-fetch: /locations/cheektowaga has 679w content but zero schema. LD coverage 37-50% rank 8-10 - upgrade lever.","Same as LP-01.",P1,3,Cheektowaga page has schema + ratings + NAP,Niagara_Recovery_Pages_Action_List,HQDM/A - HQDM SOPs/Content/Location-Page-Build-SOP
LP-03,Location Pages,M2,Aleksa + Marija,"BUILD Tonawanda location page (currently 404)","Live-fetch 2026-05-19: /locations/tonawanda returns 404. Tonawanda anchor in LD grid: 1-5 cells, 40-60% coverage when present, rank 11-13. Buffalo-metro break-out zone with zero on-site landing.","Open Niagara_Recovery_Pages_Action_List.csv filter task=LP-03. Build ~1000w location page with MedicalBusiness schema + service-area + NAP + drive directions + service links. Use the Push 4 brief template.",P1,6,/locations/tonawanda live + schema + drive directions,Niagara_Recovery_Pages_Action_List,HQDM/A - HQDM SOPs/Content/Location-Page-Build-SOP
LP-04,Location Pages,M2,Aleksa + Marija,BUILD N. Tonawanda location page (currently 404),"Live-fetch: /locations/north-tonawanda returns 404. LD anchor: 2-8 cells, 50-100% coverage rank 5-7. Larger entity surface than Tonawanda.","Same as LP-03.",P1,6,/locations/north-tonawanda live + schema,Niagara_Recovery_Pages_Action_List,HQDM/A - HQDM SOPs/Content/Location-Page-Build-SOP
LP-05,Location Pages,M2,Aleksa + Marija,BUILD Lewiston location page,"No /locations/lewiston currently. LD anchor: 2-3 cells, 100% coverage rank 4-5. WNY entity-claim with low-effort win since rank is already winnable.","Same as LP-03. Target ~800w (lower-volume zone).",P1,4,/locations/lewiston live + schema,Niagara_Recovery_Pages_Action_List,HQDM/A - HQDM SOPs/Content/Location-Page-Build-SOP
LP-06,Location Pages,M3,Aleksa + Marija,BUILD Youngstown location page,"LD anchor: 2 cells, 100% coverage rank 1.3 - dominant but no on-site landing. Push 2 swap-in eligible.","Same as LP-03. ~800w.",P1,4,/locations/youngstown live + schema,Niagara_Recovery_Pages_Action_List,HQDM/A - HQDM SOPs/Content/Location-Page-Build-SOP
LP-07,Location Pages,M2,Aleksa,Lockport location page UPGRADE thin -> substantive (276w -> 1000w),"Lockport pin entity is dominant in LD (13 cells, 100% cov rank 1.4) yet on-site landing page is 276w thin doorway. Mismatch wastes the Maps signal.","Open Niagara_Recovery_Pages_Action_List.csv filter task=LP-07. Expand body to ~1000w with NAP, drive directions from Lockport, neighborhood service-area mention, schema.",P1,5,Lockport page 1000w+ live with schema,Niagara_Recovery_Pages_Action_List,HQDM/A - HQDM SOPs/Content/Location-Page-Build-SOP
LP-08,Location Pages,M3,Aleksa,Niagara Falls location page UPGRADE thin -> substantive (278w -> 1000w),"NF LD anchor: 1-2 cells, rank 10-16 - the lift comes from the location-page entity claim, not the LD position alone.","Same as LP-07.",P2,5,NF page 1000w+ live with schema,Niagara_Recovery_Pages_Action_List,HQDM/A - HQDM SOPs/Content/Location-Page-Build-SOP
LP-09,Location Pages,M3,Aleksa,Amherst location page UPGRADE thin -> substantive (276w -> 1000w),"Amherst LD: 3 cells 33% cov rank 12-15 - weakest anchor, deferred to M3.","Same as LP-07.",P2,5,Amherst page 1000w+ live with schema,Niagara_Recovery_Pages_Action_List,HQDM/A - HQDM SOPs/Content/Location-Page-Build-SOP
LP-10,Location Pages,M2,Aleksa + Marija + Dev,"Redirect ~60 best-/most-trusted-/dependable-/premium- doorway URLs to anchor city pages (small-level 301)","Sitemap audit shows ~60 /locations/<adjective>-<modality>-in-<town>-ny doorway URLs (same template Surfpoint + Arms Acres have). Per HQDM fill-not-kill policy: 301 each doorway to its matched anchor city page (e.g. /locations/premium-addiction-rehab-in-eagle-harbor-ny -> /locations/lockport since Eagle Harbor is in Lockport ZIP).","Open Niagara_Recovery_Cannibal_Cleanup_Plan.csv filter task=LP-10. For each of ~60 URLs: assign canonical target = nearest anchor city's main location page; deploy small-level 301 in Webflow.",P1,8,All ~60 doorway URLs return 301 to anchor city page; Cannibal Cleanup sheet shows 0 LEAVE rows in this cohort,Niagara_Recovery_Cannibal_Cleanup_Plan,HQDM/A - HQDM SOPs/Dev/301-Redirect-SOP
CC-01,Content,M2,Marija + Aleksa,"NOINDEX/410 the ~300 off-vertical high-impression blog posts (porn-addiction 350K imp / vape-by-country / social-media addiction etc.)","670 blog posts at 96% of indexed impressions. v1 identified ~300 off-vertical posts. These dilute topical authority for addiction-treatment + bleed crawl budget. Live evidence: non-branded clicks collapsed 87% (3,967/365d -> 47/30d extrapolated) while 22 new blogs + 9 doorways shipped 2026-04-15 -> 05-18.","Open Niagara_Recovery_Cannibal_Cleanup_Plan.csv filter task=CC-01. For each of ~300 rows marked NOINDEX or 410, deploy per Webflow + sitemap submit.",P1,10,~300 off-vertical posts NOINDEX or 410'd; Cannibal Cleanup sheet has 0 LEAVE rows in this cohort,Niagara_Recovery_Cannibal_Cleanup_Plan,HQDM/A - HQDM SOPs/Content/Blog-Refresh-SOP
CC-02,Content,M1,Marija,Refresh 5 already-converting blog assets with intake CTAs,"5 blog posts combined ~2,400 clicks / 365d but no intake CTA + no schema. v1 identified these specific URLs.","Open Niagara_Recovery_Page_Refresh_Pages.csv filter task=CC-02. For each of 5 URLs: add intake CTA above-fold + after-fold + footer; add Article schema with author + medicalReviewedBy; tighten internal links to /services/* + intake page.",P1,5,5 blog assets have intake CTA at 3 placements + Article schema,Niagara_Recovery_Page_Refresh_Pages,HQDM/A - HQDM SOPs/Content/Blog-Refresh-SOP
CC-03,Owner Ask,M1,Owner + Milica,"Approve pause on suburb-doorway production firehose (Attica / E. Oakville / E. Pembroke / Renowned / Famous / Leading content stream)","9 new suburb-doorway pages shipped in last 5 weeks despite v1 saying to consolidate. Continuing the firehose deepens the topical-dilution problem. Owner/ops policy change required.","Convert Niagara_Recovery_Owner_Conversation_Items.md to PDF + send for sign-off. Item 4 of 5 (per Strategic Diagnosis Section 8 Owner Asks).",P0,1,Owner signs off on doorway-production pause; affected Asana sections (Content Ordering / Order Gigs) reflect new policy,Niagara_Recovery_Owner_Conversation_Items,HQDM/A - HQDM SOPs/Content/Suburb-Page-SOP
CC-04,Content,M3,Marija + Aleksa,Sitewide internal linking pass on remaining KEEP blog content,"After CC-01 NOINDEX/410 + CC-02 refresh, KEEP cohort (~370 posts) needs internal-linking pass to consolidate topical-authority hubs.","Open Niagara_Recovery_Internal_Linking_Map.csv filter task=CC-04. For each KEEP blog row: add 1-2 internal links to relevant /services/* + /locations/* main pages per the anchor-text spec.",P2,6,KEEP cohort posts have 1-2 outgoing internal links to canonical hubs,Niagara_Recovery_Internal_Linking_Map,HQDM/A - HQDM SOPs/Content/Blog-Refresh-SOP
DD-PIN_M1,Off-Page,M1,Julce,Driving Direction Pins M1 (4 routes: Buffalo / N. Tonawanda / Williamsville / Amherst -> Newfane),Existing rotation. Targets the Buffalo-metro Maps black-hole zones.,Open Niagara_Recovery_Driving_Direction_Pins.csv filter month=M1.,P1,3,4 pins published,Niagara_Recovery_Driving_Direction_Pins,HQDM/A - HQDM SOPs/Off-Page/Driving-Directions-SOP
DD-PIN_M2,Off-Page,M2,Julce,Driving Direction Pins M2 (4 routes: Tonawanda / Cheektowaga / Kenmore / Lockport east),Same.,Same.,P1,3,4 pins published,Niagara_Recovery_Driving_Direction_Pins,HQDM/A - HQDM SOPs/Off-Page/Driving-Directions-SOP
DD-PIN_M3,Off-Page,M3,Julce,Driving Direction Pins M3 (4 routes: Niagara Falls / Lewiston / Youngstown / Clarence),Same.,Same.,P1,3,4 pins published,Niagara_Recovery_Driving_Direction_Pins,HQDM/A - HQDM SOPs/Off-Page/Driving-Directions-SOP
CIT_M1,Off-Page,M1,Miroslava,Citations Tier 1 batch (SAMHSA / OASAS / Psych Today / 211 WNY + 6 more),Existing rotation. v1 flagged these 4 critical citations; expand to Tier 1 batch of 10 in M1.,Open Niagara_Recovery_OffPage_Stack_Template.csv tab Citations filter month=M1.,P1,3,10 Tier 1 citations live + verified,Niagara_Recovery_OffPage_Stack_Template,HQDM/A - HQDM SOPs/Off-Page/Citation-Submission-SOP
CIT_M2,Off-Page,M2,Miroslava,Citations Tier 2 batch (industry directories + local-NY directories),Same rotation.,Same.,P1,3,15 Tier 2 citations live,Niagara_Recovery_OffPage_Stack_Template,HQDM/A - HQDM SOPs/Off-Page/Citation-Submission-SOP
CIT_M3,Off-Page,M3,Miroslava,Citations Tier 3 batch + WNY editorial pitch,"Same rotation + 1-2 editorial pitches to WNY publications (Buffalo News / WGRZ).",Same.,P2,4,20 Tier 3 citations + 1 editorial mention,Niagara_Recovery_OffPage_Stack_Template,HQDM/A - HQDM SOPs/Off-Page/Press-Release-SOP
REP-01,Reporting,M1,Marija,Set up Local Dominator recurring scan (6 anchor coords x 8 priority kws weekly),"Currently 9 kws scanned at Newfane only. Recurring scan with full anchor coverage (Newfane / Lockport / Williamsville / N. Tonawanda / Buffalo / Niagara Falls) on 8 priority kws weekly enables real-time competitor + churn tracking.",Open Niagara_Recovery_Reporting_Master_Template.csv tab Reporting_Plan filter task=REP-01.,P1,2,LD shows 6 coords x 8 kws weekly recurring; auto-export to clients/niagararecovery/exports/localdominator/recurring/,Niagara_Recovery_Reporting_Master_Template,HQDM/A - HQDM SOPs/Reporting/Quarterly-Close-Out-SOP
REP-02,Reporting,M3,Marija,M3 strategy close-out scorecard,M3 deliverable: cross-source rank + Maps + GSC + LLM citation + cannibal + off-page-output + GA4 conversion all in one scorecard. Drives the next quarterly strategy refresh.,Open Niagara_Recovery_Reporting_Master_Template.csv filter task=REP-02. Populate all baseline + M1/M2/M3 actuals.,P1,4,Scorecard complete; baseline metric vs M3 actual filled for all sections,Niagara_Recovery_Reporting_Master_Template,HQDM/A - HQDM SOPs/Reporting/Quarterly-Close-Out-SOP
