task_id,pillar,month,owner,action,why,how,priority,estimated_hours,acceptance,document_reference,sop_reference
SP-02,Service Pages,M3,Aleksa + Content,Upgrade /services/opioid-detoxification-services with MAT positioning (PA-03),"MAT-specific intent + LLM-citation differentiator. Current page ~800-1,000 words. Cross-pollinates with Push 5 CON-03 Q-format Medicaid opioid detox article.","Open Urban_Recovery_Pages_Action_List.csv row PA-03 + Urban_Recovery_Internal_Linking_Map.csv rows IL-07 through IL-11. Brief: Urban_Recovery_Push2_Service_Pages.md section 2. Same template as SP-01 with opioid-specific clinical content + MAT modalities sub-section (Buprenorphine + Naltrexone + Vivitrol).",P0-must,14,Page live at 1,400+ words; schema validates; Request Indexing,Urban_Recovery_Pages_Action_List.csv + Urban_Recovery_Internal_Linking_Map.csv + Urban_Recovery_Push2_Service_Pages.md,HQDM/A - HQDM SOPs/On-Page/Service-Page-Build-SOP
ON-02,Core Pages,M2,Content + Aleksa,Page refresh on 12 conversion-intent URLs (PA-05 through PA-14),"9,269 local-intent queries rank pos 1-3 with near-zero CTR. Recovery center brooklyn 13.77K imp / 0 clicks @ pos 3.55. Page refresh = visible page elements (H1 + hero + body + intake CTA), not meta tags per feedback_hqdm_on_page_visible_only. /services/short-term-residential-program specifically needs explicit Inpatient Drug & Alcohol Rehab Brooklyn framing to counter SNF category drift.","Open Urban_Recovery_Pages_Action_List.csv rows PA-05 through PA-14. Per URL: rewrite H1 with Brooklyn-local modifier + service + intake hook; refresh hero + lead paragraph; verify intake CTA placement above the fold; verify intake phone (646-347-1892) matches GBP canonical; verify body links route per Urban_Recovery_Internal_Linking_Map.csv. Deploy via WordPress; screenshot evidence pre/post. /services/short-term-residential-program gets explicit Inpatient framing (PA-05).",P0-must,10,12 URLs have visible page refreshes; screenshots filed per URL; GSC URL Inspection re-crawl submitted; CTR delta logged 30 days post-deploy,Urban_Recovery_Pages_Action_List.csv + Urban_Recovery_Internal_Linking_Map.csv,HQDM/A - HQDM SOPs/On-Page/Page-Refresh-SOP
LP-02_M1,Site Architecture,M1,Content + Aleksa + Dev,Location-page UPGRADES M1 — 3 in-radius anchors (PA-15/16/17),"HTTP probe + GSC pull 2026-05-15: /locations/red-hook-ny (1,679w / 2,038 imp / 15 clicks / pos 30) + /locations/carroll-gardens-red-hook (814w / 479 imp / 2 clicks / pos 32.6) + /locations/gowanus (1,224w / 291 imp / 0 clicks / pos 22.6). All 200, no schema. UPGRADES not new builds.","Open Urban_Recovery_Pages_Action_List.csv rows PA-15/16/17. For each URL: content audit (intake form + insurance section + Areas We Serve + internal links to /services/* + /admission-overview per Urban_Recovery_Internal_Linking_Map.csv rows IL-19 through IL-28). Apply targeted content additions where audit flags gaps. Deploy LocalBusiness + BreadcrumbList JSON-LD with @id linked to homepage MedicalBusiness. RRT pass before merge. Request Indexing post-deploy.",P0-must,15,3 URLs upgraded + schema deployed + RRT pass + Request Indexing; row Status = LIVE in working sheet,Urban_Recovery_Pages_Action_List.csv + Urban_Recovery_Internal_Linking_Map.csv,HQDM/A - HQDM SOPs/On-Page/Schema-Deploy-SOP
LP-02_M2,Site Architecture,M2,Content + Aleksa + Dev,Location-page UPGRADES M2 — 3 adjacency + cross-borough (PA-18/19/20),"HTTP probe + GSC pull 2026-05-15: /locations/park-slope-ny (805w / 453 imp / 2 clicks) + /locations/boerum-hill-ny (1,686w / 606 imp / 8 clicks) + /locations/recovery-center-in-sunset-park-ny (1,722w / 3,152 imp / 26 clicks / pos 19.58 — primary diffusion target). All 200, no schema.","Open Urban_Recovery_Pages_Action_List.csv rows PA-18/19/20 + Urban_Recovery_Internal_Linking_Map.csv rows IL-29 through IL-38. Same per-URL content audit + schema deploy as M1. Sunset Park is the highest-priority cross-borough lever.",P0-must,15,3 URLs upgraded + schema + RRT + Request Indexing,Urban_Recovery_Pages_Action_List.csv + Urban_Recovery_Internal_Linking_Map.csv,HQDM/A - HQDM SOPs/On-Page/Schema-Deploy-SOP
LP-02_M3,Site Architecture,M3,Content + Aleksa + Dev,Location-page UPGRADES M3 — 2 cross-borough conditional (PA-21/22),"HTTP probe + GSC pull 2026-05-15: /locations/leading-rehab-center-in-downtown-brooklyn-ny (1,244w / 56 imp / 1 click / pos 21.1) + /locations/rehab-center-in-crown-heights-ny (1,557w / 717 imp / 0 clicks / pos 23). Both 200, no schema. M3 W1 gate: if REP-02 shows 5-coord cross-borough matrix moved on these coords via M2 GBP + off-page micro-area work alone, may defer one or both to Q3.","Open Urban_Recovery_Pages_Action_List.csv rows PA-21/22 + Urban_Recovery_Internal_Linking_Map.csv rows IL-39 through IL-46. M3 W1 gate check; same upgrade workflow if proceeding.",P1-should,10,Both URLs upgraded with schema OR documented deferral decision in REP-03; RRT + Request Indexing per upgraded URL,Urban_Recovery_Pages_Action_List.csv + Urban_Recovery_Internal_Linking_Map.csv,HQDM/A - HQDM SOPs/On-Page/Schema-Deploy-SOP
LP-01_M1,Site Architecture,M1,Content + Aleksa,Location-pages cleanup M1 — 96-URL GSC pull + refresh batch 1 + 0-click removal (PA-23),"Location pages are a primary deliverable; act on data not geography per feedback_hqdm_location_pages_fill_not_kill. W1: pull GSC pages_last_365d on all 96 /locations/* URLs into working sheet. W2-W4: REFRESH on-topic bleeding (trend <-50% AND clicks_365d >5); 301 0-click cohort to /locations/red-hook-ny or /services/* OR 410; LEAVE traffic-earning alone.","Open Urban_Recovery_Pages_Action_List.csv row PA-23. W1: populate LP-01_Refresh_Bleeding tab + LP-01_Remove_ZeroClicks tab from GSC pull. W2-W4: execute M1 refresh batch (top 3 bleeding by impression volume) + deploy 0-click cohort 301s/410s per row. Submit Request Indexing per refreshed URL. Internal-link cleanup per IL-58 (post-301).",P0-must,6,M1 refresh batch (3 URLs) shipped + Request Indexing submitted; 0-click cohort 301s/410s verified via HTTP probe; both tabs populated; row Status updated,Urban_Recovery_Pages_Action_List.csv + Urban_Recovery_Internal_Linking_Map.csv,HQDM/A - HQDM SOPs/On-Page/Page-Refresh-SOP
LP-01_M2,Site Architecture,M2,Content + Aleksa,Location-pages refresh batch 2,"Continue refresh cadence on URLs flagged in M1 working sheet.","Open LP-01_Refresh_Bleeding tab; filter month=M2; execute per URL.",P1-should,3,3 URLs refreshed per sheet; Request Indexing submitted,Urban_Recovery_Pages_Action_List.csv,HQDM/A - HQDM SOPs/On-Page/Page-Refresh-SOP
LP-01_M3,Site Architecture,M3,Content + Aleksa,Location-pages refresh batch 3,"Continue refresh cadence.","Open LP-01_Refresh_Bleeding tab; filter month=M3; same workflow.",P1-should,3,3 URLs refreshed per sheet; Request Indexing submitted,Urban_Recovery_Pages_Action_List.csv,HQDM/A - HQDM SOPs/On-Page/Page-Refresh-SOP
CON-03,Content,M3,Content,3 Q-format LLM-targeted articles (PA-24/25/26),"UR's GBP attributes (is_owned_by_women + welcomes_lgbtq + is_transgender_safespace) + Medicaid acceptance are real differentiators in NYC recovery. Q-format content surfaces well in PAA + AI Overview. Each article also serves as internal-link gravity into SP-01/SP-02 + Red Hook anchor.","Open Urban_Recovery_Pages_Action_List.csv rows PA-24/25/26 + Urban_Recovery_Internal_Linking_Map.csv rows IL-47 through IL-52. Q-led titles per PA-row specific_changes. 1,000-1,200 words each. FAQ schema. Phone (646-347-1892) above fold.",P1-should,8,3 articles live; FAQ schema validates; Request Indexing,Urban_Recovery_Pages_Action_List.csv + Urban_Recovery_Internal_Linking_Map.csv,HQDM/A - HQDM SOPs/Content/Q-Format-Article-SOP
CON-05,Content,M1,Content,Blog refresh batch 1 — 3 bleeding on-topic posts (PA-27),"Refresh cadence on bleeding on-topic blog posts (detox / withdrawal / MAT / dual-diagnosis cluster). Off-topic high-traffic posts stay live but deprioritized for refresh hours per feedback_blog_topical_relevance.","Open Blog_Refresh sheet; filter month=M1; execute row action per URL: title rewrite + intro rewrite + internal links to /services/* + Request Indexing.",P1-should,5,3 posts refreshed per sheet; Request Indexing submitted,Urban_Recovery_Pages_Action_List.csv + Urban_Recovery_Blog_Refresh_3Month.xlsx,HQDM/A - HQDM SOPs/Content/Blog-Refresh-SOP
CON-06,Content,M2,Content,Blog refresh batch 2 — 3 bleeding on-topic posts (PA-28),Continue refresh cadence.,"Open Blog_Refresh sheet; filter month=M2; same workflow.",P1-should,5,3 posts refreshed; Request Indexing submitted,Urban_Recovery_Pages_Action_List.csv + Urban_Recovery_Blog_Refresh_3Month.xlsx,HQDM/A - HQDM SOPs/Content/Blog-Refresh-SOP
CON-07,Content,M3,Content,Blog refresh batch 3 — 3 bleeding on-topic posts (PA-29),Continue refresh cadence.,"Open Blog_Refresh sheet; filter month=M3; same workflow.",P1-should,5,3 posts refreshed; Request Indexing submitted,Urban_Recovery_Pages_Action_List.csv + Urban_Recovery_Blog_Refresh_3Month.xlsx,HQDM/A - HQDM SOPs/Content/Blog-Refresh-SOP
ON-02-Inpatient,Service Pages,M2,Aleksa + Content,Counter SNF category drift via Inpatient framing on /services/short-term-residential-program (PA-05),"Inpatient rehab LD grid 85→75 cells over 90d. Brooklyn Center for Rehabilitation and Nursing (SNF) entered 0→102 cells. Page currently doesn't use Inpatient in primary framing. Explicit Inpatient Drug & Alcohol Rehab Brooklyn — 24-Hour Medical Supervision framing differentiates from SNF entity-class signal.","Open Urban_Recovery_Pages_Action_List.csv row PA-05 + Urban_Recovery_Internal_Linking_Map.csv rows IL-12 through IL-18. Brief: Urban_Recovery_Push4_Inpatient_Counter.md section 1. Visible page-element refresh only this quarter (no full SP-03 rebuild — Q3).",P0-must,4,Page H1 + hero + body refreshed with explicit Inpatient framing; intake CTA above fold; screenshots filed; CTR delta logged 30d post,Urban_Recovery_Pages_Action_List.csv + Urban_Recovery_Internal_Linking_Map.csv + Urban_Recovery_Push4_Inpatient_Counter.md,HQDM/A - HQDM SOPs/On-Page/Page-Refresh-SOP
DD-Forensic,Reporting,M3,Aleksandar,Forensic pull on Brooklyn Center for Rehabilitation and Nursing SNF mechanism,"SNF went 0→102 cells on inpatient rehab in 90d while UR lost 10 cells. Mechanism unclear: category change? GBP edits? review velocity? On-page change? Forensic determines whether SNF threat is sustainable or transient + informs Q3 SP-03 rebuild scope.","Pull DataForSEO GMB info delta on Brooklyn Center for Rehabilitation and Nursing M3 vs M1; pull review velocity delta; pull GBP Posts delta; pull on-page (HTTP probe) for any category/header changes. Compare to UR's defense levers + document in REP-03 close-out.",P1-should,3,Forensic doc filed in REP-03; sustainable-vs-transient verdict documented; Q3 SP-03 scope informed,Urban_Recovery_Reporting_Master_Template.csv,HQDM/A - HQDM SOPs/Reporting/Competitor-Forensic-SOP
OFF-Disavow_M1,Off-Page,M1,Julce + Aleksandar,Disavow build + upload — data-warranted,"DataForSEO Backlinks 2026-05-15: 1,642 BL / 958 RDs / spam-score 42 / 642 unique referring domains. Of those: 395 RDs at spam-rating ≥30 (61%); 216 match anomaly-seo-* / seo-anomaly-* PBN cluster (top reaches spam-94); 323 use PBN-pattern TLDs. Disavow is data-warranted per feedback_hqdm_disavow_is_data_driven.","Open Urban_Recovery_Disavow_Plan.xlsx tab Decisions. Per-row review of every RD at spam-rating ≥30: KEEP if legitimate (rare) or DISAVOW. Build disavow.txt from DISAVOW rows. Upload via Search Console > Disavow Tool. Log submission date in workbook.",P0-must,5,Disavow_Plan Decisions tab fully populated; disavow.txt uploaded to GSC; submission date logged,Urban_Recovery_Disavow_Plan.xlsx,HQDM/A - HQDM SOPs/Off-Page/Disavow-SOP
OFF-Disavow_M3,Off-Page,M3,Julce + Aleksandar,Disavow re-pull — capture new toxic links since M1,"Re-pull DataForSEO Backlinks at M3 W1. Compare RDs to M1 baseline. If new anomaly-seo-* / seo-anomaly-* / PBN-TLD clusters appeared, append to disavow.txt and re-upload.","Open Urban_Recovery_Disavow_Plan.xlsx; populate Re-Pull tab with new RDs since M1; apply same per-row decision rule. Append new DISAVOW rows to disavow.txt; re-upload to GSC.",P1-should,3,Re-Pull tab populated; updated disavow.txt uploaded if any new toxic clusters; delta report filed,Urban_Recovery_Disavow_Plan.xlsx,HQDM/A - HQDM SOPs/Off-Page/Disavow-SOP
OFF-Citations_M1,Off-Page,M1,Julce,YMYL trust citations Tier 1 — SAMHSA + Psych Today + CARF,"Critical-tier YMYL signals for addiction-treatment domain. SAMHSA findtreatment.gov (federal locator). Psychology Today (clinical-lead profile + facility — gated on Owner Items #4). CARF directory (gated on Owner Items #1; substitute Joint Commission if CARF not in place).","Open Urban_Recovery_OffPage_Stack_Template.csv tab Citations filter month=M1. Per-row submission action; log submission date + live-listing date per directory.",P0-must,4,3 submissions confirmed; submission ID + live-listing date logged,Urban_Recovery_OffPage_Stack_Template.csv,HQDM/A - HQDM SOPs/Off-Page/Citations-SOP
OFF-Citations_M2,Off-Page,M2,Julce + AM,YMYL trust citations Tier 2 — LegitScript + NAATP + insurance directories,"Continue critical-tier coverage. LegitScript + NAATP gated on Owner Items #1 verification. Aetna + Cigna + BCBS gated on Owner Items #2 in-network confirmation.","Open Urban_Recovery_OffPage_Stack_Template.csv tab Citations filter month=M2. Per-row submission. AM coordinates insurance-directory access.",P1-should,4,5 submissions confirmed; live-listing date logged,Urban_Recovery_OffPage_Stack_Template.csv,HQDM/A - HQDM SOPs/Off-Page/Citations-SOP
OFF-Citations_M3,Off-Page,M3,Julce,YMYL trust citations Tier 3 — recovery-vertical + Brooklyn-local,Vertical-specific trust signals: best-rehabs.com + alcoholism.org + sobasearch + helpguide.org + Brooklyn-local health resource.,"Open Urban_Recovery_OffPage_Stack_Template.csv tab Citations filter month=M3.",P2-could,4,5 submissions; live-listing dates captured,Urban_Recovery_OffPage_Stack_Template.csv,HQDM/A - HQDM SOPs/Off-Page/Citations-SOP
OFF-PR_M2,Off-Page,M2,Julce,PR pitch — LGBTQ+-affirming inpatient detox Red Hook angle,"UR's GBP attributes (is_owned_by_women + welcomes_lgbtq + is_transgender_safespace) are real NYC recovery differentiators. Pitch target: behavioralhealthnews.org + 1 NYC trade outlet. 4-6 week lead time → start M2, lands M3 if accepted. Pitch is gated on Owner Items #4 clinical lead consent.","Open Urban_Recovery_OffPage_Stack_Template.csv tab PR. Draft pitch per row. Quote from clinical lead. Tie to seasonal coverage (Pride / Mental Health Awareness Month).",P1-should,5,Pitch sent + editor reply logged; if accepted draft in flight by M3,Urban_Recovery_OffPage_Stack_Template.csv,HQDM/A - HQDM SOPs/Off-Page/PR-SOP
OFF-DAS_M1,Off-Page,M1,Julce,DAS M1 — cross-borough gap targets,"Cross-borough diffusion gap (0/8 cells at Downtown Brooklyn / Sunset Park / Crown Heights) is M1 off-page target. DAS at gap coords supports LP-02 Brooklyn anchor strategy.","Open Urban_Recovery_OffPage_Stack_Template.csv tab DAS filter month=M1. 5-7 day pacing.",P1-should,2,DAS cycle complete; submission log filed,Urban_Recovery_OffPage_Stack_Template.csv,HQDM/A - HQDM SOPs/Off-Page/DAS-SOP
OFF-DAS_M2,Off-Page,M2,Julce,DAS M2 — push at new SP-01 + LP-02_M1 anchor URLs,"Once SP-01 alcohol-detox upgrade and LP-02_M1 anchors are live, push DAS at those URLs to consolidate ranking signals.","Open Urban_Recovery_OffPage_Stack_Template.csv tab DAS filter month=M2. Target 4 URLs going live M2.",P1-should,2,DAS cycle complete; submission log filed,Urban_Recovery_OffPage_Stack_Template.csv,HQDM/A - HQDM SOPs/Off-Page/DAS-SOP
OFF-DAS_M3,Off-Page,M3,Julce,DAS M3 — push at SP-02 + LP-02_M2/M3 + CON-03 URLs,"Push DAS at M2-M3 new URLs (SP-02 + sunset-park + park-slope + boerum-hill + conditional downtown-brooklyn + crown-heights + 3 Q-format articles).","Open Urban_Recovery_OffPage_Stack_Template.csv tab DAS filter month=M3.",P2-could,2,DAS cycle complete; submission log filed,Urban_Recovery_OffPage_Stack_Template.csv,HQDM/A - HQDM SOPs/Off-Page/DAS-SOP
OFF-GBPBlast_M1,Off-Page,M1,Julce,GBP Blast M1 — Downtown Brooklyn + Crown Heights,GBP Blast targets cross-borough diffusion gaps where UR shows 0/8 cells.,"Open Urban_Recovery_OffPage_Stack_Template.csv tab GBP_Blast filter month=M1. Geo-tagged ping batch at gap coords.",P1-should,2,GBP Blast cycle complete; submission log filed,Urban_Recovery_OffPage_Stack_Template.csv,HQDM/A - HQDM SOPs/Off-Page/GBP-Blast-SOP
OFF-GBPBlast_M2,Off-Page,M2,Julce,GBP Blast M2 — Sunset Park + Boerum Hill,Reinforce GBP Blast at M2 new-build coords to support new location pages.,"Open Urban_Recovery_OffPage_Stack_Template.csv tab GBP_Blast filter month=M2.",P1-should,2,GBP Blast cycle complete,Urban_Recovery_OffPage_Stack_Template.csv,HQDM/A - HQDM SOPs/Off-Page/GBP-Blast-SOP
OFF-GBPSniper_M3,Off-Page,M3,Julce,GBP Sniper M3 — defensive radius around Red Hook pin,"Tighter-radius targeting around 411 Van Brunt to defend the Red Hook 13×13 grid dominance (92.8%).","Open Urban_Recovery_OffPage_Stack_Template.csv tab GBP_Sniper filter month=M3.",P2-could,2,GBP Sniper cycle complete,Urban_Recovery_OffPage_Stack_Template.csv,HQDM/A - HQDM SOPs/Off-Page/GBP-Sniper-SOP
OFF-RD100_M2,Off-Page,M2,Julce,RD100 M2 — re-push top 100 from M1 DAS,Consolidate M1 DAS by re-pushing top 100 links.,"Open Urban_Recovery_OffPage_Stack_Template.csv tab RD100 filter month=M2.",P2-could,2,RD100 cycle complete,Urban_Recovery_OffPage_Stack_Template.csv,HQDM/A - HQDM SOPs/Off-Page/RD100-SOP
OFF-RD100_M3,Off-Page,M3,Julce,RD100 M3 — re-push top 100 from M2,Continue consolidating from prior month's DAS push.,"Open Urban_Recovery_OffPage_Stack_Template.csv tab RD100 filter month=M3.",P2-could,2,RD100 cycle complete,Urban_Recovery_OffPage_Stack_Template.csv,HQDM/A - HQDM SOPs/Off-Page/RD100-SOP
OFF-AIArticles_M1,Off-Page,M1,Julce,AI Articles M1 — 25 articles gap-geo-targeted,Per HQDM stack SOP 25 AI-generated articles per month with NAP + Map iframe. M1 angle = gap-area topical (Downtown Brooklyn / Sunset Park / Crown Heights) + Medicaid + LGBTQ+ + Inpatient framing.,"Open Urban_Recovery_OffPage_Stack_Template.csv tab AI_Articles filter month=M1.",P1-should,3,25 articles published M1; URL log filed,Urban_Recovery_OffPage_Stack_Template.csv,HQDM/A - HQDM SOPs/Off-Page/AI-Articles-SOP
OFF-AIArticles_M2,Off-Page,M2,Julce,AI Articles M2 — 25 articles supporting SP-01 + LP-02_M2,M2 angle = alcohol-detox topical supporting SP-01 service-page upgrade + cross-borough reinforcement.,"Open Urban_Recovery_OffPage_Stack_Template.csv tab AI_Articles filter month=M2.",P1-should,3,25 articles published M2,Urban_Recovery_OffPage_Stack_Template.csv,HQDM/A - HQDM SOPs/Off-Page/AI-Articles-SOP
OFF-AIArticles_M3,Off-Page,M3,Julce,AI Articles M3 — 25 articles supporting SP-02 + LP-02_M3 + CON-03,M3 angle = opioid-MAT + new-build neighborhood topical + women-owned/LGBTQ+ deepening.,"Open Urban_Recovery_OffPage_Stack_Template.csv tab AI_Articles filter month=M3.",P2-could,3,25 articles published M3,Urban_Recovery_OffPage_Stack_Template.csv,HQDM/A - HQDM SOPs/Off-Page/AI-Articles-SOP
OFF-DD_M1,Off-Page,M1,Julce,Driving Directions M1 — 3 gap coords (DD-01/02/03),"DD-01 Downtown Brooklyn + DD-02 Sunset Park + DD-03 Crown Heights — cross-borough gap coords (0/8 cells on 5-coord matrix).","Open Urban_Recovery_Driving_Direction_Pins.csv rows DD-01/02/03. Deploy 3 driving-direction posts from gap coords toward Red Hook pin.",P1-should,2,3 driving-direction posts published; URLs logged,Urban_Recovery_Driving_Direction_Pins.csv,HQDM/A - HQDM SOPs/Off-Page/Driving-Directions-SOP
OFF-DD_M2,Off-Page,M2,Julce,Driving Directions M2 — 3 adjacency + Williamsburg test (DD-04/05/06),DD-04 Park Slope + DD-05 Boerum Hill + DD-06 Williamsburg (Q3-stretch test).,"Open Urban_Recovery_Driving_Direction_Pins.csv rows DD-04/05/06.",P1-should,2,3 driving-direction posts published,Urban_Recovery_Driving_Direction_Pins.csv,HQDM/A - HQDM SOPs/Off-Page/Driving-Directions-SOP
