task_id,pillar,month,owner,action,why,how,priority,estimated_hours,acceptance,document_reference,sop_reference
BLG-01,Content,M2,Content,Refresh /blog/alcohol-detox-drink with commercial pull-through (PA-11),Blog earns 2000 vol pos 11 for detox drinks for alcohol + detox alcohol drink. High informational intent overlapping with alcohol detox commercial intent.,Open Elev8_Pages_Action_List.csv row PA-11 + IL-44 + IL-45.,P1-stretch,2,Blog has 2 links to alcohol detox service page; click-through measurable within 30d,Elev8_Pages_Action_List.csv + Elev8_Internal_Linking_Map.csv,HQDM/A - HQDM SOPs/Content/Blog-Refresh-SOP
BLG-02,Content,M2,Content,Refresh /blog/what-are-the-signs-that-my-body-is-detoxing with commercial pull-through (PA-12),Blog earns 1900 vol pos 13 for detox cleanse symptoms.,Open Elev8_Pages_Action_List.csv row PA-12 + IL-46 + IL-47.,P1-stretch,2,2 commercial links added; click-through measurable within 30d,Elev8_Pages_Action_List.csv + Elev8_Internal_Linking_Map.csv,HQDM/A - HQDM SOPs/Content/Blog-Refresh-SOP
BLG-03,Content,M3,Content,Refresh /blog/what-is-rehab with commercial pull-through (PA-13),Blog earns 2400 vol pos 19 for what does rehab mean. Top-of-funnel definitional intent.,Open Elev8_Pages_Action_List.csv row PA-13 + IL-48 + IL-49. Depends on PA-01 and PA-02 shipping first.,P1-stretch,2,2 commercial links added,Elev8_Pages_Action_List.csv + Elev8_Internal_Linking_Map.csv,HQDM/A - HQDM SOPs/Content/Blog-Refresh-SOP
DD-01,Service Pages,M2,Aleksa + Content + Dev,Build /services/dual-diagnosis hub (PA-14),Elev8 ranks Maps avg #1.98 on dual diagnosis treatment centers nyc but organic GSC pos is 19.9 with only 13 imp/90d. Organic surface unmonetized despite Maps dominance.,Open Elev8_Pages_Action_List.csv row PA-14 + Elev8_Internal_Linking_Map.csv rows IL-50 through IL-53. Brief: Elev8_Push4_Lock_Owned.docx section 1.,P0-must,8,Page indexed within 14d; ranks top 30 on dual diagnosis rehab nyc within 60d,Elev8_Pages_Action_List.csv + Elev8_Internal_Linking_Map.csv,HQDM/A - HQDM SOPs/On-Page/Service-Page-Build-SOP
DD-02,Off-Page,M1,Aleksandar,AI Overview + LLM citation share baseline audit,At Maps avg rank #2 Elev8 should be a default LLM citation for dual diagnosis + inpatient queries. Without baseline cannot measure citation lift from Push 1-3.,Brief: Elev8_Push4_Lock_Owned.docx section 2. Run baseline across 5 LLM surfaces (Google AI Overview ChatGPT Perplexity Claude Gemini) on 8 owned + climbing queries.,P0-must,6,Citation baseline doc delivered with per-query citation status + 5 actionable entity-signal recommendations,Elev8_Push4_Lock_Owned.docx,HQDM/A - HQDM SOPs/Reporting/Quarterly-Close-Out-SOP
UES-01,Site Architecture,M1,Aleksa + Content,/suburb/upper-east-side depth upgrade (PA-15),upper east side rehab 6600 vol pos 24 + upper eastside rehab 6600 pos 25 = 13200 combined vol one push away from page 1. Wellbridge dominates UES Maps + organic same geography - one push hits both surfaces.,Open Elev8_Pages_Action_List.csv row PA-15 for specific changes (word count 1087 to 2200+; 6 new internal links per IL-54 through IL-60).,P0-must,5,UES page moves pos 24 to pos 10-15 within 45d,Elev8_Pages_Action_List.csv + Elev8_Internal_Linking_Map.csv,HQDM/A - HQDM SOPs/Content/Suburb-Page-SOP
CON-01,Site Architecture,M1,Dev,/suburb/ Harlem 3-way cannibal consolidation (PA-16 + PA-17),/suburb/central-harlem-ny is winner (7106 imp 29 clicks pos 5.7). /suburb/rehab-center-in-east-harlem-ny (658 imp pos 10.1) and /suburb/stress-free-recovery-center-in-west-harlem-ny (1050 imp pos 6.7) dilute authority.,"Open Elev8_Pages_Action_List.csv rows PA-16 + PA-17 for redirect_target_url column. Deploy 2x 301s. After 301s, scan site for internal links pointing to the 301'd URLs and update per IL-61 + IL-62.",P0-must,2,2x 301s deployed; old URLs return 301 status; sitemap cleaned,Elev8_Pages_Action_List.csv + Elev8_Internal_Linking_Map.csv,HQDM/A - HQDM SOPs/Dev/301-Redirect-SOP
CON-02,Site Architecture,M1,Dev,/suburb/ Hamilton Heights cannibal consolidation (PA-18),Two pages targeting Hamilton Heights. Counter-intuitive: kw-stuffed slug outperforms clean slug (198 imp pos 12.5 vs 72 imp pos 19.9). Verify with GSC click data before final decision.,Open Elev8_Pages_Action_List.csv row PA-18; verify in GSC; deploy 301 + IL-63 internal-link cleanup.,P1-stretch,1,1x 301 deployed,Elev8_Pages_Action_List.csv + Elev8_Internal_Linking_Map.csv,HQDM/A - HQDM SOPs/Dev/301-Redirect-SOP
CON-03,Site Architecture,M1,Dev,/suburb/ Morningside Heights cannibal consolidation (PA-19),Two pages: premier-recovery-center variant 182 imp pos 15.5 vs clean slug 145 imp pos 29.0.,Open Elev8_Pages_Action_List.csv row PA-19; deploy 301 + IL-64 internal-link cleanup.,P1-stretch,1,1x 301 deployed,Elev8_Pages_Action_List.csv + Elev8_Internal_Linking_Map.csv,HQDM/A - HQDM SOPs/Dev/301-Redirect-SOP
CON-04,Site Architecture,M2,Dev,/suburb/ Riverside cannibal consolidation (PA-20 + PA-21),Both Riverside pages low-traffic - consolidate to /suburb/upper-west-side (functional parent).,Open Elev8_Pages_Action_List.csv rows PA-20 + PA-21; deploy 2x 301s + IL-65 internal-link cleanup.,P1-stretch,1,2x 301s deployed,Elev8_Pages_Action_List.csv + Elev8_Internal_Linking_Map.csv,HQDM/A - HQDM SOPs/Dev/301-Redirect-SOP
CON-05,Site Architecture,M3,Dev,/suburb/ Mount Eden cannibal consolidation (PA-22 + PA-23),Mount Eden is in the Bronx. 301 to /locations/bronx after BH-03 publishes - losers feed into stronger parent.,Open Elev8_Pages_Action_List.csv rows PA-22 + PA-23; depends on BH-03 publishing first; deploy 2x 301s + IL-66 internal-link cleanup.,P1-stretch,1,2x 301s deployed,Elev8_Pages_Action_List.csv + Elev8_Internal_Linking_Map.csv,HQDM/A - HQDM SOPs/Dev/301-Redirect-SOP
GBP-01,Local/GBP,M1,Owner Asks + HQDM-side verification,Fix GBP service area: Astoria OR typo,"Critical typo discovered 2026-05-18 in GBP review. Service area includes 'Astoria, OR 97103, USA' - that's Astoria OREGON 2400 miles from Harlem. Actively dilutes Maps signal for Queens-Astoria queries.","Open Elev8_GBP_Action_List.csv row GBP-01. Owner-side: open GBP Service Areas, remove 'Astoria, OR 97103, USA', add 'Astoria, Queens, NY 11102'. HQDM verifies on Maps SERP.",P0-must,1,Astoria NY correctly listed; Astoria OR removed; verify via Maps SERP at Astoria Queens coords,Elev8_GBP_Action_List.csv,HQDM/A - HQDM SOPs/Local-GBP/GBP-Audit-SOP
GBP-02,Local/GBP,M1,Owner Asks,Add 10 missing services to GBP Services list,GBP description explicitly names MAT + dual diagnosis + CBT + trauma-informed + but Services list omits them. methadone clinic harlem already ranks pos 9.7 organically - GBP Service field reinforces signal.,Open Elev8_GBP_Action_List.csv row GBP-02 for the 10 specific services to add. Owner-side: add each as a new Service entry with 100-200 char description per Elev8_GBP_Action_List target_state.,P0-must,2,10 new services added; verify visible in GBP front-end,Elev8_GBP_Action_List.csv,HQDM/A - HQDM SOPs/Local-GBP/GBP-Audit-SOP
GBP-03,Local/GBP,M1,Owner Asks,Replace 4 generic Products with 8 differentiated,Current Products: 4 generic NYC variants. Substance-specific intent (opioid rehab nyc fentanyl rehab nyc) maps directly to Tier C deep-gap kws Elev8 doesn't rank for. Products is a category-attribute signal.,"Open Elev8_GBP_Action_List.csv row GBP-03 for the 8 specific Products. Owner-side: delete 4 generic entries, add 8 differentiated entries (Opioid Rehab + Heroin Detox + Fentanyl Detox + Cocaine Rehab + Benzodiazepine Detox + 28-Day Residential + Medical Detox + PHP).",P1-stretch,2,4 generic deleted; 8 new added; verify visible,Elev8_GBP_Action_List.csv,HQDM/A - HQDM SOPs/Local-GBP/GBP-Audit-SOP
GBP-04,Local/GBP,M1,Owner Asks,GBP description tightening - add OASAS license + same-day phrase + borough access,Current description is strong (~400 words) but missing 3 high-impact signals: OASAS license number adds credential verifiability + ranks for 'oasas certified rehab nyc'; 'same-day admissions' phrase has commercial urgency intent; borough phrase reinforces service-area entity signal.,Open Elev8_GBP_Action_List.csv row GBP-04 for exact edits. Owner-side: edit description.,P1-stretch,1,Description updated; verify visible in GBP,Elev8_GBP_Action_List.csv,HQDM/A - HQDM SOPs/Local-GBP/GBP-Audit-SOP
GBP-05,Local/GBP,M2,Owner Asks + HQDM photo brief,Upload 30+ photos across 6 categories,Elev8 NY Harlem has 3 photos (verified via DataForSEO Business Data Apr 22). Direct competitors at Maps coords have 50-282 photos (Boca Recovery Englewood 111 + Ascendant Detox NYC 282 + Harlem Center Nursing 31). Photo count is known E-E-A-T trust signal + freshness ranker for Maps.,Open Elev8_GBP_Action_List.csv row GBP-05. HQDM-side: deliver photo brief covering 6 categories + composition + HIPAA framing. Owner-side: upload 30+ photos in next 60 days.,P0-must,3,30+ photos uploaded across 6 categories; verify via DataForSEO Business Data,Elev8_GBP_Action_List.csv,HQDM/A - HQDM SOPs/Local-GBP/Photo-Upload-Brief
GBP-06,Local/GBP,M2,Owner Asks,Populate empty 'From the Business' attribute sections,8 of 10 From-the-Business attribute sections are blank (Amenities Children Crowd Parking Place page attributes Service options all empty). These feed Knowledge Panel + Map Pack filter chip matches.,Open Elev8_GBP_Action_List.csv row GBP-06. HQDM-side: provide attribute checklist verified against actual clinic offerings. Owner-side: populate.,P1-stretch,1,8 attribute sections populated where applicable,Elev8_GBP_Action_List.csv,HQDM/A - HQDM SOPs/Local-GBP/GBP-Audit-SOP
GBP-07_M1,Local/GBP,M1,Local/GBP,GBP Posts month 1 (weekly cadence - 4 posts),Posts cadence is a Maps freshness signal. Competitor pins gaining the most all have visible weekly or bi-weekly cadence.,Open Elev8_OffPage_Stack.xlsx tab GBP_Posts filter month=M1. Topics: dual diagnosis (owned-query) + inpatient drug rehab (climbing) + alcohol detox (climbing) + methadone clinic harlem (climbing).,P0-must,2,4 GBP posts published month 1; topics align with Climbing kw cluster,Elev8_OffPage_Stack_Template.csv,HQDM/A - HQDM SOPs/Local-GBP/GBP-Posts-SOP
GBP-07_M2,Local/GBP,M2,Local/GBP,GBP Posts month 2 (4 posts),Continuation,Open Elev8_OffPage_Stack.xlsx tab GBP_Posts filter month=M2,P0-must,2,4 GBP posts published month 2,Elev8_OffPage_Stack_Template.csv,HQDM/A - HQDM SOPs/Local-GBP/GBP-Posts-SOP
GBP-07_M3,Local/GBP,M3,Local/GBP,GBP Posts month 3 (4 posts),Continuation,Open Elev8_OffPage_Stack.xlsx tab GBP_Posts filter month=M3,P0-must,2,4 GBP posts published month 3,Elev8_OffPage_Stack_Template.csv,HQDM/A - HQDM SOPs/Local-GBP/GBP-Posts-SOP
REV-01,Local/GBP,Q3,Owner Asks,Review topic-density expansion via owner-side prompt language,Competitor GBPs gaining on dual-diagnosis + inpatient queries show place_topics weighted toward those specific phrases. Elev8 reviews currently weight toward generic recovery language.,HQDM-side: deliver prompt-language template per Elev8_Push4_Lock_Owned.docx section 3. Owner-side: deploy through intake/discharge workflow.,Q3-defer,3,Owner adopts new prompt language; HQDM measures topic-density delta over 90d,Elev8_Push4_Lock_Owned.docx,HQDM/A - HQDM SOPs/Local-GBP/Review-Prompt-SOP
DD-01_M1,Off-Page,M1,Off-Page,Driving Directions month 1 - 3 UES routes,Wellbridge owns UES Maps cells (11-18 cells per kw on 5 of 8 kws). UES routes hit the displacement geography.,Open Elev8_Driving_Direction_Pins.csv rows DD-01 + DD-02 + DD-03. Deploy 3 driving direction posts from Lenox Hill (10021) + Yorkville (10128) + Carnegie Hill (10128) coords to Elev8 Recovery Harlem.,P1-stretch,2,3 driving direction posts published; URLs logged,Elev8_Driving_Direction_Pins.csv,HQDM/A - HQDM SOPs/Off-Page/Driving-Directions-SOP
DD-01_M2,Off-Page,M2,Off-Page,Driving Directions month 2 - 3 Queens routes,Queens-Astoria/LIC consistently weak (5 of 8 kws). Queens routes hit the gap + support BH-02 publish.,Open Elev8_Driving_Direction_Pins.csv rows DD-04 + DD-05 + DD-06. Deploy from Astoria (11102) + LIC (11101) + Forest Hills (11375) coords.,P1-stretch,2,3 driving direction posts published,Elev8_Driving_Direction_Pins.csv,HQDM/A - HQDM SOPs/Off-Page/Driving-Directions-SOP
DD-01_M3,Off-Page,M3,Off-Page,Driving Directions month 3 - 3 Bronx routes,South Bronx + Mott Haven fragmented competitor set. Routes support BH-03 publish.,Open Elev8_Driving_Direction_Pins.csv rows DD-07 + DD-08 + DD-09. Deploy from Mott Haven (10454) + Highbridge (10452) + Hunts Point (10474) coords.,P1-stretch,2,3 driving direction posts published,Elev8_Driving_Direction_Pins.csv,HQDM/A - HQDM SOPs/Off-Page/Driving-Directions-SOP
CIT-01_M1,Off-Page,M1,Off-Page,Citation submission month 1 - NAP consistency batch,Citation gap audit: SAMHSA findtreatment + NIDA + Recovery.org missing or NAP-inconsistent.,Open Elev8_OffPage_Stack.xlsx tab Citations filter month=M1. Submit to: SAMHSA findtreatment + NIDA treatment locator + Recovery.org provider directory.,P1-stretch,3,Month 1 citation batch submitted; URLs logged,Elev8_OffPage_Stack_Template.csv,HQDM/A - HQDM SOPs/Off-Page/Citation-Submission-SOP
CIT-01_M2,Off-Page,M2,Off-Page,Citation submission month 2,Continuation,Open Elev8_OffPage_Stack.xlsx tab Citations filter month=M2,P1-stretch,3,Month 2 citation batch submitted,Elev8_OffPage_Stack_Template.csv,HQDM/A - HQDM SOPs/Off-Page/Citation-Submission-SOP
CIT-01_M3,Off-Page,M3,Off-Page,Citation submission month 3,Continuation,Open Elev8_OffPage_Stack.xlsx tab Citations filter month=M3,P1-stretch,3,Month 3 citation batch submitted,Elev8_OffPage_Stack_Template.csv,HQDM/A - HQDM SOPs/Off-Page/Citation-Submission-SOP
RPT-01_M1,Reporting,M1,Aleksandar + Reporting,Quarterly close-out month 1 - per-URL rank delta,Push 1-5 require per-URL weekly rank tracking to measure progress against acceptance criteria.,Open Elev8_Reporting_Master.xlsx tab Monthly filter month=M1. Pull GSC weekly_16wk per URL; per-URL rank delta vs baseline; flag URLs missing acceptance criteria,P0-must,3,Month 1 status report delivered,Elev8_Reporting_Master_Template.csv,HQDM/A - HQDM SOPs/Reporting/Quarterly-Close-Out-SOP
RPT-01_M2,Reporting,M2,Aleksandar + Reporting,Quarterly close-out month 2,Continuation,Open Elev8_Reporting_Master.xlsx tab Monthly filter month=M2,P0-must,3,Month 2 status report delivered,Elev8_Reporting_Master_Template.csv,HQDM/A - HQDM SOPs/Reporting/Quarterly-Close-Out-SOP
RPT-01_M3,Reporting,M3,Aleksandar + Reporting,Quarterly close-out month 3 + Q3 plan,End of Q2; lock outcomes + Q3 strategy.,Open Elev8_Reporting_Master.xlsx tab Monthly filter month=M3. Q3 plan: NJ pin scope decision + remaining Tier C builds.,P0-must,4,Q2 close-out report + Q3 strategy doc delivered,Elev8_Reporting_Master_Template.csv,HQDM/A - HQDM SOPs/Reporting/Quarterly-Close-Out-SOP
