task_id,pillar,month,owner,action,why,how,priority,estimated_hours,acceptance,document_reference,sop_reference
LP-04_M2,On-Page Schema,M2,Aleksa + Dev,Schema deployment - M2 batch (5 pages: 3 location + 2 core),0 of 99 location pages have schema; 9 of 13 core pages also lack schema. M2 batch deploys schema on 3 location upgrades (from LP-03 same month) + 2 core pages.,"Open Surfpoint_Schema_Plan_3Month.xlsx tab ""Schema_Deployment"", filter by month = M2. For each row: deploy the schema type listed (LocalBusiness for locations + core conversion pages; CollectionPage for /blog; Organization for /careers). Validate every URL via Rich Results Test before merge.",P0-must,4,Rich Results Test pass on all 5 M2 URLs,Surfpoint_Schema_Plan_3Month.xlsx,HQDM/A - HQDM SOPs/On-Page/Schema-Deployment-SOP
LP-04_M3,On-Page Schema,M3,Aleksa + Dev,Schema deployment - M3 batch (5 pages: 3 location + 2 core),0 of 99 location pages have schema; 9 of 13 core pages also lack schema. M3 batch deploys schema on 3 location upgrades (from LP-03 same month) + 2 core pages.,"Open Surfpoint_Schema_Plan_3Month.xlsx tab ""Schema_Deployment"", filter by month = M3. For each row: deploy the schema type listed (LocalBusiness for locations + core conversion pages; CollectionPage for /blog; Organization for /careers). Validate every URL via Rich Results Test before merge.",P0-must,4,Rich Results Test pass on all 5 M3 URLs,Surfpoint_Schema_Plan_3Month.xlsx,HQDM/A - HQDM SOPs/On-Page/Schema-Deployment-SOP
HP-01,Core Pages,M1,Aleksa + Content + Dev,Homepage build - 24 CRD items + 9 beyond-CRD competitive-audit additions,"Homepage CRD drafted March 2026, stalled 2 months awaiting owner approval. Every downstream page inherits homepage structure - Treatments hub depth and sub-page depth are gated on this publish.","Implement H-01 to H-24 from Homepage Update Brief (schema, insurance H2, clinical team H2, what-to-expect H2, FAQ, reviews block, intake CTAs) + 9 beyond-CRD competitive additions. Ship to staging; mobile + desktop verified. Production push waits on Owner Ask #1 - do not block the build on the approval.",P0-must,24,All 33 items shipped to staging; schema validator pass; awaiting owner approval for production push,Surfpoint_Homepage_Update_Brief.md,HQDM/A - HQDM SOPs/On-Page/Homepage-Optimization-SOP
ON-01,Core Pages,M1,Aleksa,Meta + title refresh on 5 conversion pages,"Meta description is a free CTR lever and does not need owner sign-off. 5 conversion pages per the sheet, each with current GSC metrics + recommended direction.","Open Surfpoint_Meta_Refresh_Pages.xlsx tab ""ON-01_Meta_Refresh"". For each of the 5 pages (homepage, /admissions, /contact-us, /treatments, /areas-served): write 150-160 char meta with intake CTA + neighborhood + insurance hook; title rewrite where current is generic. Deploy via WordPress; submit GSC URL inspection re-crawl per page.",P0-must,3,5 pages updated per sheet; GSC re-crawl requested,Surfpoint_Meta_Refresh_Pages.xlsx,HQDM/A - HQDM SOPs/On-Page/Meta-Title-Refresh-SOP
GBP-01_M1,Local/GBP,M1,Local/GBP team,"GBP Posts - M1 (4 specific posts per sheet, services x locations targeted)",Posts at cadence drive GBP CTR and ranking signals. M1 batch is 4 specific posts each anchored to a service + location per the GBP Posts 3Month sheet. Posts cross-link to relevant /treatments/* sub-pages launching that month and to suburb-page coverage for gap geos.,"Open Surfpoint_GBP_Posts_3Month.xlsx, filter Month = M1. For each of the 4 rows: write post copy following Headline + Body Direction; deploy via GBP Manager; attach image per Image Direction (geotagged to GBP coord); set CTA button per row; insert Target Page URL. 1 post per week.",P0-must,3,>=4 Posts shipped in M1; CTR captured in reporting,Surfpoint_GBP_Posts_3Month.xlsx,HQDM/A - HQDM SOPs/Local-GBP/GBP-Posts-SOP
GBP-01_M2,Local/GBP,M2,Local/GBP team,"GBP Posts - M2 (4 specific posts per sheet, services x locations targeted)",Posts at cadence drive GBP CTR and ranking signals. M2 batch is 4 specific posts each anchored to a service + location per the GBP Posts 3Month sheet. Posts cross-link to relevant /treatments/* sub-pages launching that month and to suburb-page coverage for gap geos.,"Open Surfpoint_GBP_Posts_3Month.xlsx, filter Month = M2. For each of the 4 rows: write post copy following Headline + Body Direction; deploy via GBP Manager; attach image per Image Direction (geotagged to GBP coord); set CTA button per row; insert Target Page URL. 1 post per week.",P0-must,3,>=4 Posts shipped in M2; CTR captured in reporting,Surfpoint_GBP_Posts_3Month.xlsx,HQDM/A - HQDM SOPs/Local-GBP/GBP-Posts-SOP
GBP-01_M3,Local/GBP,M3,Local/GBP team,"GBP Posts - M3 (4 specific posts per sheet, services x locations targeted)",Posts at cadence drive GBP CTR and ranking signals. M3 batch is 4 specific posts each anchored to a service + location per the GBP Posts 3Month sheet. Posts cross-link to relevant /treatments/* sub-pages launching that month and to suburb-page coverage for gap geos.,"Open Surfpoint_GBP_Posts_3Month.xlsx, filter Month = M3. For each of the 4 rows: write post copy following Headline + Body Direction; deploy via GBP Manager; attach image per Image Direction (geotagged to GBP coord); set CTA button per row; insert Target Page URL. 1 post per week.",P0-must,3,>=4 Posts shipped in M3; CTR captured in reporting,Surfpoint_GBP_Posts_3Month.xlsx,HQDM/A - HQDM SOPs/Local-GBP/GBP-Posts-SOP
GBP-02,Local/GBP,M1,Local/GBP team,GBP Q&A response - 4 unanswered questions confirmed via DataForSEO pull,"DataForSEO GMB pull confirms 4 existing unanswered Q&A on SP profile: 3 seeded-style questions from 2025-10-08 (re opioid detox, alcohol detox safety, short-term rehab expectations) + 1 organic from 2024-05-08 (""Do they accept walk-ins""). Owner-answered Q&A is a documented LLM-citation signal.","Open GBP Manager; navigate to Q&A panel; respond as owner using website FAQ content as the source for the 3 seeded questions, and a direct intake-process answer for the walk-ins question. No additional seeding needed in M1 - Q&A volume is low; revisit need at end of Q2.",P1-stretch,1,All 4 existing Q&A have owner replies,n/a (live GBP Manager),HQDM/A - HQDM SOPs/Local-GBP/GBP-QA-Response-SOP
OFF-01,Off-Page,M1,Julce,Disavow toxic PBN inbound via GSC,Toxic PBN inbound clusters (SEO Anomaly / SEO Cartel / xyz-pattern) appeared in the inbound profile during the 90-day window correlated with the -77% impression loss.,Pull DataForSEO Backlinks (full domain). Filter to spam-rating >=80 clusters only (not borderline). Format as GSC disavow file (one URL or domain per line). Upload via Search Console > Disavow Tool. Log submission date.,P0-must,6,Disavow file uploaded to SC; submission date logged,n/a,HQDM/A - HQDM SOPs/Off-Page/Disavow-SOP
OFF-02_M1,Off-Page,M1,Julce,Citation submissions - M1 batch (5 from sheet),"15 total citations across Q2 organized in Surfpoint_OffPage_Citations_3Month.xlsx. M1 leads with vertical-recovery + highest-CP; M2 mixes vertical + high-DA business directories; M3 closes with high-DA generics + final vertical pick. All HQDM-executable (no fees, no owner verification).","Open Surfpoint_OffPage_Citations_3Month.xlsx tab ""Citations_3Month"", filter by month = M1. For each of the 5 rows: submit to the listed domain using NAP from sheet ""NAP"" tab; log Submission URL + Live-Listing Date inline in the sheet.",P0-must,4,5 M1 submissions confirmed; URLs logged inline in sheet,Surfpoint_OffPage_Citations_3Month.xlsx,HQDM/A - HQDM SOPs/Off-Page/Citation-Submission-SOP
OFF-02_M2,Off-Page,M2,Julce,Citation submissions - M2 batch (5 from sheet),"15 total citations across Q2 organized in Surfpoint_OffPage_Citations_3Month.xlsx. M1 leads with vertical-recovery + highest-CP; M2 mixes vertical + high-DA business directories; M3 closes with high-DA generics + final vertical pick. All HQDM-executable (no fees, no owner verification).","Open Surfpoint_OffPage_Citations_3Month.xlsx tab ""Citations_3Month"", filter by month = M2. For each of the 5 rows: submit to the listed domain using NAP from sheet ""NAP"" tab; log Submission URL + Live-Listing Date inline in the sheet.",P0-must,4,5 M2 submissions confirmed; URLs logged inline in sheet,Surfpoint_OffPage_Citations_3Month.xlsx,HQDM/A - HQDM SOPs/Off-Page/Citation-Submission-SOP
OFF-02_M3,Off-Page,M3,Julce,Citation submissions - M3 batch (5 from sheet),"15 total citations across Q2 organized in Surfpoint_OffPage_Citations_3Month.xlsx. M1 leads with vertical-recovery + highest-CP; M2 mixes vertical + high-DA business directories; M3 closes with high-DA generics + final vertical pick. All HQDM-executable (no fees, no owner verification).","Open Surfpoint_OffPage_Citations_3Month.xlsx tab ""Citations_3Month"", filter by month = M3. For each of the 5 rows: submit to the listed domain using NAP from sheet ""NAP"" tab; log Submission URL + Live-Listing Date inline in the sheet.",P0-must,4,5 M3 submissions confirmed; URLs logged inline in sheet,Surfpoint_OffPage_Citations_3Month.xlsx,HQDM/A - HQDM SOPs/Off-Page/Citation-Submission-SOP
CON-01_M1,Content,M1,Content team,Suburb pages - M1 batch (3 NEW sub-area pages per sheet),3/month suburb-page SOP. M1 picks are sub-area corridors verified NOT in current sitemap. M1 targets Bay Ridge + Sunset Park gap coords (per §5b matrix) + Coney Island reinforcement. M2 doubles down on Bay Ridge + Sunset Park + Bensonhurst. M3 covers outer-ring South Brooklyn.,"Open Surfpoint_Suburb_Pages_3Month.xlsx tab ""Suburb_Pages_3Month"", filter by month = M1. For each of the 3 URLs: confirm via site search the slug is still not pre-existing, then build per Suburb Page SOP (universal template + map embed + LocalBusiness schema + city-specific intro). Internal-link per sheet column.",P0-must,12,3 M1 pages live + indexed + in sitemap,Surfpoint_Suburb_Pages_3Month.xlsx,HQDM/A - HQDM SOPs/Content/Suburb-Page-SOP
CON-01_M2,Content,M2,Content team,Suburb pages - M2 batch (3 NEW sub-area pages per sheet),3/month suburb-page SOP. M2 picks are sub-area corridors verified NOT in current sitemap. M1 targets Bay Ridge + Sunset Park gap coords (per §5b matrix) + Coney Island reinforcement. M2 doubles down on Bay Ridge + Sunset Park + Bensonhurst. M3 covers outer-ring South Brooklyn.,"Open Surfpoint_Suburb_Pages_3Month.xlsx tab ""Suburb_Pages_3Month"", filter by month = M2. For each of the 3 URLs: confirm via site search the slug is still not pre-existing, then build per Suburb Page SOP (universal template + map embed + LocalBusiness schema + city-specific intro). Internal-link per sheet column.",P0-must,12,3 M2 pages live + indexed + in sitemap,Surfpoint_Suburb_Pages_3Month.xlsx,HQDM/A - HQDM SOPs/Content/Suburb-Page-SOP
CON-01_M3,Content,M3,Content team,Suburb pages - M3 batch (3 NEW sub-area pages per sheet),3/month suburb-page SOP. M3 picks are sub-area corridors verified NOT in current sitemap. M1 targets Bay Ridge + Sunset Park gap coords (per §5b matrix) + Coney Island reinforcement. M2 doubles down on Bay Ridge + Sunset Park + Bensonhurst. M3 covers outer-ring South Brooklyn.,"Open Surfpoint_Suburb_Pages_3Month.xlsx tab ""Suburb_Pages_3Month"", filter by month = M3. For each of the 3 URLs: confirm via site search the slug is still not pre-existing, then build per Suburb Page SOP (universal template + map embed + LocalBusiness schema + city-specific intro). Internal-link per sheet column.",P0-must,12,3 M3 pages live + indexed + in sitemap,Surfpoint_Suburb_Pages_3Month.xlsx,HQDM/A - HQDM SOPs/Content/Suburb-Page-SOP
CON-03a,Content,M2,Content team,Treatments support article UPGRADE - /blog/drug-detox-timeline (deindexed),"Site audit confirms /blog/drug-detox-timeline-key-milestones-in-detox-process exists but is deindexed (pos 51, 0 imp). Treat as refresh, not new build.","Refresh /blog/drug-detox-timeline-key-milestones-in-detox-process per Blog Refresh SOP: title rewrite, intro with intake CTA, FAQ schema, 2026 stat refresh, internal link to /treatments hub + /treatments/drug-detox. Request re-crawl in GSC.",P1-stretch,4,Refreshed post live; GSC re-crawl requested,Surfpoint_Blog_Refresh_3Month.xlsx,HQDM/A - HQDM SOPs/Content/Blog-Refresh-SOP
CON-03b,Content,M2,Content team,Treatments support articles NEW - 2 articles confirmed not on site,"Site audit confirms no existing post for ""what to expect in alcohol detox brooklyn"" or ""MAT vs traditional detox"". New builds supporting SP-01 (alcohol-detox M2) and SP-03 (opioid-MAT M3).","Write 2 new articles: (1) ""What to expect in alcohol detox brooklyn"" (1,000-1,200 words; internal-link to /treatments/alcohol-detox), (2) ""MAT vs traditional detox - which is right for you"" (1,000-1,200 words; internal-link to /treatments hub and /treatments/opioid-detox-mat). Confirm slugs not pre-existing before publish.",P1-stretch,8,2 new articles live; internal links present,n/a,HQDM/A - HQDM SOPs/Content/Blog-Refresh-SOP
CON-06_M1,Content,M1,Content team,Bleeding-blog refresh - M1 batch (3 posts per sheet),147 of 208 blog posts are in the bleeding cohort. M1 batch hits 3 of the highest-leverage on-topic posts per the sheet.,"Open Surfpoint_Blog_Refresh_3Month.xlsx tab ""Blog_Refresh_3Month"", filter by month = M1. For each of the 3 rows: refresh per Blog Refresh SOP (title + intro with intake CTA + FAQ schema + 2026 stat refresh + internal links per sheet column + GSC re-crawl).",P0-must,8,3 M1 posts refreshed and live; GSC re-crawl requested,Surfpoint_Blog_Refresh_3Month.xlsx,HQDM/A - HQDM SOPs/Content/Blog-Refresh-SOP
CON-06_M2,Content,M2,Content team,Bleeding-blog refresh - M2 batch (3 posts per sheet),147 of 208 blog posts are in the bleeding cohort. M2 batch hits 3 of the highest-leverage on-topic posts per the sheet.,"Open Surfpoint_Blog_Refresh_3Month.xlsx tab ""Blog_Refresh_3Month"", filter by month = M2. For each of the 3 rows: refresh per Blog Refresh SOP (title + intro with intake CTA + FAQ schema + 2026 stat refresh + internal links per sheet column + GSC re-crawl).",P0-must,8,3 M2 posts refreshed and live; GSC re-crawl requested,Surfpoint_Blog_Refresh_3Month.xlsx,HQDM/A - HQDM SOPs/Content/Blog-Refresh-SOP
CON-06_M3,Content,M3,Content team,Bleeding-blog refresh - M3 batch (3 posts per sheet),147 of 208 blog posts are in the bleeding cohort. M3 batch hits 3 of the highest-leverage on-topic posts per the sheet.,"Open Surfpoint_Blog_Refresh_3Month.xlsx tab ""Blog_Refresh_3Month"", filter by month = M3. For each of the 3 rows: refresh per Blog Refresh SOP (title + intro with intake CTA + FAQ schema + 2026 stat refresh + internal links per sheet column + GSC re-crawl).",P0-must,8,3 M3 posts refreshed and live; GSC re-crawl requested,Surfpoint_Blog_Refresh_3Month.xlsx,HQDM/A - HQDM SOPs/Content/Blog-Refresh-SOP
GBP-08,Local/GBP,M3,Local/GBP team,GBP photo upload batch - contingent on Owner Ask #7 photo content arrival,SP has 9 photos today; competitor floor is Mountainside 30 / ACI 12 / Ascendant 90. HQDM has no SP photo stock in Drive. Contingent on client providing photo material via Owner Ask #7.,"IF Owner Ask #7 material received: upload 25 photos via GBP Manager (interior, exterior, staff with releases, neighborhood); geotag each to GBP coord; categorize per Google photo type. IF no material: document task as skipped, re-issue ask in M3 owner sync.",P1-stretch,4,Photos uploaded IF material received; otherwise task documented as skipped,n/a,HQDM/A - HQDM SOPs/Local-GBP/GBP-Posts-SOP
TR-01,Treatments Hub,M2,Aleksa + Content + Dev,/treatments hub upgrade - 16 items (T-01 to T-16),/treatments ranks pos 2.11 with 985 imp/30d but converts 0.2% CTR. Hub also serves as the link-graph parent for SP-01..SP-05 sub-pages.,"Implement T-01 to T-16 per existing Treatments Hub Update Brief - Service schema, H2 anchor IDs, insurance section, clinical-team section, FAQ, reviews block, named MAT clinician. Deploy to staging; QA mobile + desktop; production push.",P0-must,14,All non-rolling items shipped; RRT pass; 30-day post-deploy CTR >=1%,Surfpoint_Treatments_Hub_Update_Brief.md,HQDM/A - HQDM SOPs/On-Page/Treatments-Hub-SOP
SP-01,Service Pages,M2,Aleksa + Content + Dev,Build /treatments/alcohol-detox - merge from /services/alcohol-detox-services,"Largest aligned cluster (4,583 kw vol); SP wins maps for alcohol-rehab-brooklyn at rank 1.47. Existing /services/alcohol-detox-services is orphaned on legacy URL - merging consolidates topical authority.","Pull existing /services/alcohol-detox-services content into the new template (universal template + Service schema + intake form + Areas We Serve + named clinician; 1,400-1,600 words). After publish: deploy 301 from /services/alcohol-detox-services to /treatments/alcohol-detox. RRT pass; GSC URL inspection submitted.",P0-must,14,New page live + indexed; 301 deployed; rank-preservation check at 30 days,Surfpoint_Treatments_SubPages_BuildPlan.md,HQDM/A - HQDM SOPs/On-Page/Service-Page-Build-SOP
SP-02,Service Pages,M2,Aleksa + Content + Dev,Build /treatments/drug-detox - merge from /services/drug-detox-services,Drug cluster covers 3 keywords; SP currently #1 in pack across all 3. Existing /services/drug-detox-services is orphaned on legacy URL - merging consolidates topical authority.,"Pull existing /services/drug-detox-services content into the new template (universal template + Service schema + intake form + Areas We Serve + named clinician; 1,300-1,500 words). After publish: deploy 301 from /services/drug-detox-services to /treatments/drug-detox. RRT pass; GSC URL inspection submitted.",P0-must,14,New page live + indexed; 301 deployed; rank-preservation check at 30 days,Surfpoint_Treatments_SubPages_BuildPlan.md,HQDM/A - HQDM SOPs/On-Page/Service-Page-Build-SOP
SP-03,Service Pages,M3,Aleksa + Content + Dev,Build /treatments/opioid-detox-mat - merge from /services/opioid-detox-services,CARF + OASAS credentials close the clinical-credential gap for MAT recommendations. Existing /services/opioid-detox-services is orphaned on legacy URL - merging consolidates topical authority.,"Pull existing /services/opioid-detox-services content into the new template (universal template + Service schema + intake form + Areas We Serve + named clinician; 1,400-1,600 words). After publish: deploy 301 from /services/opioid-detox-services to /treatments/opioid-detox-mat. RRT pass; GSC URL inspection submitted.",P0-must,14,New page live + indexed; 301 deployed; rank-preservation check at 30 days,Surfpoint_Treatments_SubPages_BuildPlan.md,HQDM/A - HQDM SOPs/On-Page/Service-Page-Build-SOP
SP-04,Service Pages,M3,Aleksa + Content + Dev,Build /treatments/benzodiazepine-detox - merge from /services/benzodiazepine-detox-services,Closes the 5-service set and removes the last orphaned /services/* page. Existing /services/benzodiazepine-detox-services is orphaned on legacy URL - merging consolidates topical authority.,"Pull existing /services/benzodiazepine-detox-services content into the new template (universal template + Service schema + intake form + Areas We Serve + named clinician; 1,200-1,400 words). After publish: deploy 301 from /services/benzodiazepine-detox-services to /treatments/benzodiazepine-detox. RRT pass; GSC URL inspection submitted.",P0-must,14,New page live + indexed; 301 deployed; rank-preservation check at 30 days,Surfpoint_Treatments_SubPages_BuildPlan.md,HQDM/A - HQDM SOPs/On-Page/Service-Page-Build-SOP
SP-05,Service Pages,M3,Aleksa + Content + Dev,Build /treatments/comprehensive-short-term-rehab - merge from /services/comprehensive-short-term-rehab,Captures SP actual program model (28-day inpatient). Completes the /services/* -> /treatments/* migration. Existing /services/comprehensive-short-term-rehab is orphaned on legacy URL - merging consolidates topical authority.,"Pull existing /services/comprehensive-short-term-rehab content into the new template (universal template + Service schema + intake form + Areas We Serve + named clinician; 1,400-1,600 words). After publish: deploy 301 from /services/comprehensive-short-term-rehab to /treatments/comprehensive-short-term-rehab. RRT pass; GSC URL inspection submitted.",P0-must,14,New page live + indexed; 301 deployed; rank-preservation check at 30 days,Surfpoint_Treatments_SubPages_BuildPlan.md,HQDM/A - HQDM SOPs/On-Page/Service-Page-Build-SOP
CON-05,Content,M3,Content team,LLM-format Q&A article batch - 3 PAA + AI Overview targeting,PAA + AI Overview surfaces favor Q-format content. Q-format doubles as PAA target.,"3 articles with Q-format titles: ""Is there a Suboxone clinic in Coney Island?"" / ""What is the best dual-diagnosis program in Brooklyn?"" / ""Does Surf Point accept Medicaid for opioid detox?"". Q-format schema (FAQPage). Internal-link each to relevant /treatments page.",P1-stretch,9,3 articles live + indexed; Q-format schema,n/a,HQDM/A - HQDM SOPs/Content/Blog-Refresh-SOP
OFF-03,Off-Page,M2,Julce,Press release on CARF Center of Excellence designation,CARF Center of Excellence is a real trust signal that has never been amplified publicly. PR captures regional health-trade backlinks and seeds LLM citations.,Draft 600-word press release anchoring Coney Island + Brooklyn + CARF + addiction treatment. Distribute via Julce PR network to regional health-trade outlets. Track pickup + backlinks captured in reporting.,P1-stretch,6,PR distributed; backlinks captured in reporting,n/a,HQDM/A - HQDM SOPs/Off-Page/Press-Release-SOP
OFF-06,Off-Page,M3,Julce,Disavow re-pull - any new toxic links since M1,Off-page program continues at standard cadence; new PBN inbound may continue. Disavow stays current.,Re-run DataForSEO Backlinks. Diff vs M1 disavow file. Add new spam clusters (spam-rating >=80). Re-upload updated disavow to GSC.,P0-must,3,Updated disavow file uploaded if needed,n/a,HQDM/A - HQDM SOPs/Off-Page/Disavow-SOP
